"book","chapter","verse","edition","text" 
"Gal","2","03","3.03","ἀλλά@cc οὐδέ@b Τίτος@nnmsp ὁ@dnms σύν@pd ἐγώ@rpd-s Ἕλλην@nnmsp εἰμί@vppanms ἀναγκάζω@viap3s περιτέμνω@vnap" 
"Gal","2","04","3.03","διά@pa ὁ@damp παρείσακτος@anampn ψευδάδελφος@nampc ὅστις@rrnmp παρεισέρχομαι@viaa3p κατασκοπέω@vnaa ὁ@dafs ἐλευθερία@nafsc ἐγώ@rpg-p ὅς@rrafs ἔχω@vipa1p ἐν@pd Χριστός@ndmsp ἵνα@cs ἐγώ@rpa-p καταδουλόω@vifa3p" 
"Gal","2","05","3.03","οὐδέ@b πρός@pa ὥρα@nafsc εἴκω@viaa1p ὁ@ddfs ὑποταγή@ndfsc ἵνα@cs ὁ@dnfs ἀλήθεια@nnfsc ὁ@dgns εὐαγγέλιον@ngnsc διαμένω@vsaa3s πρός@pa σύ@rpa-p" 
"Gal","2","09b","3.03","Πέτρος@nnmsp καί@cc Ἰάκωβος@nnmsp καί@cc Ἰωάννης@nnmsp [ὁ@dnmp δοκέω@vppanmp στῦλος@nnmpc εἰμί@vnpa] δεξιός@anafpn δίδωμι@viaa3p ἐγώ@rpd-s ἵνα@cs ἐγώ@rpn-s εἰς@pa ὁ@danp ἔθνος@nanpc αὐτός@rtnmp δέ@cc εἰς@pa ὁ@dafs περιτομή@nafsc" 
"Gal","2","10","3.03","μόνος@b ὁ@dgmp πτωχός@angmpn ἵνα@cs μνημονεύω@vspa1p" 
"Gal","2","11","3.03","[ὅτε@cs δέ@cc ἔρχομαι@viaa3s] Πέτρος@nnmsp [εἰς@pa Ἀντιόχεια@nafsp] κατά@pa πρόσωπον@nansc [αὐτός@rpdms ἀνθίστημι@viaa1s ὅτι@cs καταγινώσκω@vpxpnms εἰμί@viia3s]" 
"Gal","2","12","3.03","[πρό@pg ὁ@dgns γάρ@cc ἔρχομαι@vnaa τὶς@riamp ἀπό@pg Ἰάκωβος@ngmsp μετά@pg ὁ@dgnp ἔθνος@ngnpc συνεσθίω@viia3s ὅτε@cs δέ@cc ἔρχομαι@viaa3p ὑποστέλλω@viia3s καί@cc ἀφορίζω@viia3s ἑαυτοῦ@rxams] φοβέω@vppmnms ὁ@damp ἐκ@pg περιτομή@ngfsc" 
"Gal","2","13","3.03","[καί@cc συνυποκρίνομαι@viap3p αὐτός@rpdms καί@b ὁ@dnmp λοιπός@annmpn Ἰουδαῖος@annmpn ὥστε@cs καί@b Βαρναβᾶς@nnmsp συναπάγω@viap3s αὐτός@rpgmp ὁ@ddfs ὑπόκρισις@ndfsc]" 
"Gal","2","14","3.03","[ἀλλά@cc ὅτε@cs ὁράω@viaa1s ὅτι@cs] οὐ@b (ὀρθοποδέω@vipa3p) [] πρός@pa ὁ@dafs ἀλήθεια@nafsc ὁ@dgns εὐαγγέλιον@ngnsc [λέγω@viaa1s ὁ@ddms Κηφᾶς@ndmsp ἔμπροσθεν@pg πᾶς@aigmpn εἰ@cs σύ@rpn-s Ἰουδαῖος@annmsn ὑπάρχω@vppanms ἐθνικῶς@b καί@cc οὐχί@b Ἰουδαϊκῶς@b ζάω@vipa2s πῶς@b ὁ@danp ἔθνος@nanpc ἀναγκάζω@vipa2s Ἰουδαΐζω@vnpa]" 
"Gal","2","15","3.03","[ἐγώ@rpn-p φύσις@ndfsc Ἰουδαῖος@annmpn καί@cc οὐ@b ἐκ@pg ἔθνος@ngnpc ἁμαρτωλός@annmpn]" 
"Gal","2","16","3.03","[οἶδα@vpxanmp δέ@cc ὅτι@cs] οὐ@b δικαιόω@vipp3s ἄνθρωπος@nnmsc ἐκ@pg ἔργον@ngnpc νόμος@ngmsc ἐάν@cs μή@x () διά@pg πίστις@ngfsc [Χριστός@ngmsp Ἰησοῦς@ngmsp καί@b ἐγώ@rpn-p εἰς@pa Χριστός@namsp Ἰησοῦς@namsp πιστεύω@viaa1p ἵνα@cs δικαιόω@vsap1p ἐκ@pg πίστις@ngfsc Χριστός@ngmsp καί@cc οὐ@b ἐκ@pg ἔργον@ngnpc νόμος@ngmsc ὅτι@cs ἐκ@pg ἔργον@ngnpc νόμος@ngmsc οὐ@b δικαιόω@vifp3s πᾶς@ainfsn σάρξ@nnfsc]" 
"Gal","2","17","3.03","[εἰ@cs δέ@cc ζητέω@vppanmp δικαιόω@vnap ἐν@pd Χριστός@ndmsp εὑρίσκω@viap1p καί@b αὐτός@rtnmp ἁμαρτωλός@annmpn ἆρα@x Χριστός@nnmsp ἁμαρτία@ngfsc διάκονος@nnmsc μή@x γίνομαι@voam3s]" 
"Gal","2","18","3.03","εἰ@cs γάρ@cc ὅς@rranp καταλύω@viaa1s οὗτος@rdanp πάλιν@b οἰκοδομέω@vipa1s [παραβάτης@namsc ἐμαυτοῦ@rxams συνίστημι@vipa1s]" 
"Gal","2","19","3.03","[ἐγώ@rpn-s γάρ@cc διά@pg νόμος@ngmsc νόμος@ndmsc ἀποθνῄσκω@viaa1s ἵνα@cs θεός@ndmsc ζάω@vsaa1s Χριστός@ndmsp συσταυρόω@vixp1s]" 
"Gal","2","20","3.03","[ζάω@vipa1s δέ@cc οὐκέτι@b ἐγώ@rpn-s ζάω@vipa3s δέ@cc ἐν@pd ἐγώ@rpd-s Χριστός@nnmsp] ὅς@rrans δέ@cc νῦν@b ζάω@vipa1s ἐν@pd σάρξ@ndfsc ἐν@pd πίστις@ndfsc ζάω@vipa1s ὁ@ddfs ὁ@dgms υἱός@ngmsc ὁ@dgms θεός@ngmsc ὁ@dgms ἀγαπάω@vpaagms ἐγώ@rpa-s" 
"Gal","2","21","3.03","[οὐ@b ἀθετέω@vipa1s ὁ@dafs χάρις@nafsc ὁ@dgms θεός@ngmsc εἰ@cs γάρ@cc διά@pg νόμος@ngmsc δικαιοσύνη@nnfsc ἄρα@x Χριστός@nnmsp δωρεάν@b ἀποθνῄσκω@viaa3s]" 
"Gal","3","01","3.03","[ὦ@i ἀνόητος@anvmpn Γαλάτης@nvmpp τίς@rqnms σύ@rpa-p βασκαίνω@viaa3s ὅς@rrdmp κατά@pa ὀφθαλμός@nampc Ἰησοῦς@nnmsp Χριστός@nnmsp προγράφω@viap3s σταυρόω@vpxpnms]" 
"Gal","3","02","3.03","[οὗτος@rdans μόνος@anansn θέλω@vipa1s μανθάνω@vnaa ἀπό@pg σύ@rpg-p ἐκ@pg ἔργον@ngnpc νόμος@ngmsc ὁ@dans πνεῦμα@nansc λαμβάνω@viaa2p ἤ@cc ἐκ@pg ἀκοή@ngfsc πίστις@ngfsc]" 
"Gal","3","03","3.03","[οὕτω@b ἀνόητος@annmpn εἰμί@vipa2p ἐνάρχομαι@vpamnmp πνεῦμα@ndnsc νῦν@b σάρξ@ndfsc ἐπιτελέω@vipe2p]" 
"Gal","3","04","3.03","[τοσοῦτος@adanpn πάσχω@viaa2p εἰκῇ@b εἰ@cs γέ@x καί@b εἰκῇ@b]" 
"Gal","3","05","3.03","[ὁ@dnms οὖν@cc ἐπιχορηγέω@vppanms σύ@rpd-p ὁ@dans πνεῦμα@nansc καί@cc ἐνεργέω@vppanms δύναμις@nafpc ἐν@pd σύ@rpd-p ἐκ@pg ἔργον@ngnpc νόμος@ngmsc ἤ@cc ἐκ@pg ἀκοή@ngfsc πίστις@ngfsc]" 
"Gal","3","11","3.03","μανθάνω@vdaa2p ὅτι@cs ὁ@dnms δίκαιος@annmsn ἐκ@pg πίστις@ngfsc ζάω@vifm3s" 
"Gal","3","10","3.03","ὅσος@rrnmp γάρ@cc ὑπό@pa νόμος@namsc ὑπό@pa κατάρα@nafsc εἰμί@vipa3p" 
"Gal","3","12","3.03","ὁ@dnms δέ@cc ποιέω@vpaanms αὐτός@rpanp ζάω@vifm3s ἐν@pd αὐτός@rpdnp" 
"Gal","3","13","3.03","Χριστός@nnmsp ἐγώ@rpa-p ἐξαγοράζω@viaa3s ἐκ@pg ὁ@dgfs κατάρα@ngfsc ὁ@dgms νόμος@ngmsc γίνομαι@vpamnms ὑπέρ@pg ἐγώ@rpg-p κατάρα@nnfsc ὅτι@cs γράφω@vixp3s ἐπικατάρατος@annmsn πᾶς@ainmsn ὁ@dnms κρεμάννυμι@vpppnms ἐπί@pg ξύλον@ngnsc" 
"Gal","3","14b","3.03","λαμβάνω@viaa1p οὖν@cc ὁ@dafs εὐλογία@nafsc ὁ@dgns πνεῦμα@ngnsc διά@pg ὁ@dgfs πίστις@ngfsc" 
"Gal","3","26","3.03","πᾶς@ainmpn γάρ@cc υἱός@nnmpc θεός@ngmsc εἰμί@vipa2p διά@pg ὁ@dgfs πίστις@ngfsc" 
"Gal","3","27","3.03","[ὅσος@rrnmp γάρ@cc εἰς@pa Χριστός@namsp βαπτίζω@viap2p Χριστός@namsp ἐνδύω@viam2p]" 
"Gal","3","28","3.03","[οὐ@b ἔνειμι@vipa3s Ἰουδαῖος@annmsn οὐδέ@cc Ἕλλην@nnmsp οὐ@b ἔνειμι@vipa3s δοῦλος@nnmsc οὐδέ@cc ἐλεύθερος@annmsn οὐ@b ἔνειμι@vipa3s ἄρσην@annnsn καί@cc θῆλυς@annnsn πᾶς@ainmpn γάρ@cc σύ@rpn-p εἷς@acnmsn εἰμί@vipa2p ἐν@pd Χριστός@ndmsp Ἰησοῦς@ndmsp]" 
"Gal","3","29","3.03","[εἰ@cs δέ@cc σύ@rpn-p Χριστός@ngmsp] [κατά@pa ἐπαγγελία@nafsc κληρονόμος@nnmpc]" 
"Gal","4","01","3.03","[λέγω@vipa1s δέ@cc ἐπί@pa ὅσος@aramsn χρόνος@namsc ὁ@dnms κληρονόμος@nnmsc νήπιος@annmsn εἰμί@vipa3s οὐδείς@rians διαφέρω@vipa3s δοῦλος@ngmsc κύριος@nnmsc πᾶς@aignpn εἰμί@vppanms]" 
"Gal","4","02","3.03","[ἀλλά@cc ὑπό@pa ἐπίτροπος@nampc εἰμί@vipa3s καί@cc οἰκονόμος@nampc ἄχρι@pg ὁ@dgfs προθεσμία@ngfsc ὁ@dgms πατήρ@ngmsc]" 
"Gal","4","03","3.03","ἔτι@b κατά@pa ἄνθρωπος@namsc λέγω@vipa1s ὅτε@cs εἰμί@viia1p νήπιος@annmpn ὑπό@pa ὁ@danp στοιχεῖον@nanpc ὁ@dgms κόσμος@ngmsc εἰμί@viim1p δουλόω@vpxpnmp" 
"Gal","4","04","3.03","ὅτε@cs δέ@cc ἔρχομαι@viaa3s ὁ@dnns πλήρωμα@nnnsc ὁ@dgms χρόνος@ngmsc ἐξαποστέλλω@viaa3s ὁ@dnms θεός@nnmsc ὁ@dams υἱός@namsc αὐτός@rpgms" 
"Gal","4","05","3.03","ἵνα@cs ὁ@damp ὑπό@pa νόμος@namsc ἐξαγοράζω@vsaa3s (καί@c) ἵνα@cs (εἰς@pa υἱοθεσία@nafsc ἀπολαμβάνω@vsaa1p) []" 
"Gal","4","06","3.03","ὅτε@cs δέ@cc εἰμί@vipa2p υἱός@nnmpc ἐξαποστέλλω@viaa3s ὁ@dnms θεός@nnmsc ὁ@dans πνεῦμα@nansc ὁ@dgms υἱός@ngmsc αὐτός@rpgms εἰς@pa ὁ@dafp καρδία@nafpc ἐγώ@rpg-p κράζω@vppaans ἀββά@nvmsc ὁ@dnms πατήρ@nnmsc" 
"Gal","4","07","3.03","[ὥστε@cs οὐκέτι@b εἰμί@vipa2s δοῦλος@nnmsc ἀλλά@cc υἱός@nnmsc εἰ@cs δέ@cc υἱός@nnmsc καί@b κληρονόμος@nnmsc διά@pg θεός@ngmsc]" 
"Gal","4","08","3.03","εἰ@cs οὖν@cc () ὁ@ddmp ἐν@pd ὁ@ddfs φύσις@ndfsc εἰμί@vppadmp θεός@ndmpc δουλεύω@vipa2p" 
"Gal","4","09","3.03","πῶς@b ἐπιστρέφω@vipa2p πάλιν@b ἐπί@pa ὁ@danp ἀσθενής@ananpn καί@cc πτωχός@ananpn στοιχεῖον@nanpc ὅς@rrdnp πάλιν@b ἄνωθεν@b δουλεύω@vnpa θέλω@vipa2p" 
"Gal","4","10","3.03","ἡμέρα@nafpc παρατηρέω@vipm2p καί@cc μήν@nampc καί@cc καιρός@nampc καί@cc ἐνιαυτός@nampc" 
"Gal","4","11","3.03","[φοβέω@vipm1s σύ@rpa-p μήπως@cs εἰκῇ@b κοπιάω@vixa1s εἰς@pa σύ@rpa-p]" 
"Gal","4","12","3.03","[γίνομαι@vdpm2p ὡς@cs ἐγώ@rpn-s ὅτι@cs καί@b ἐγώ@rpn-s ὡς@cs σύ@rpn-p ἀδελφός@nvmpc δέομαι@vipm1s σύ@rpg-p οὐδείς@rians ἐγώ@rpa-s ἀδικέω@viaa2p]" 
"Gal","4","13","3.03","[οἶδα@vixa2p δέ@cc ὅτι@cs διά@pa ἀσθένεια@nafsc ὁ@dgfs σάρξ@ngfsc εὐαγγελίζω@viam1s σύ@rpd-p ὁ@dans πρότερος@anansc]" 
"Gal","4","14","3.03","[καί@cc ὁ@dams πειρασμός@namsc σύ@rpg-p ἐν@pd ὁ@ddfs σάρξ@ndfsc ἐγώ@rpg-s οὐ@b ἐξουθενέω@viaa2p οὐδέ@cc ἐκπτύω@viaa2p ἀλλά@cc ὡς@cs ἄγγελος@namsc θεός@ngmsc δέχομαι@viam2p ἐγώ@rpa-s ὡς@cs Χριστός@namsp Ἰησοῦς@namsp]" 
"Gal","4","15","3.03","[ποῦ@b οὖν@cc ὁ@dnms μακαρισμός@nnmsc σύ@rpg-p μαρτυρέω@vipa1s γάρ@cc σύ@rpd-p ὅτι@cs εἰ@cs δυνατός@annnsn ὁ@damp ὀφθαλμός@nampc σύ@rpg-p ἐξορύσσω@vpaanmp δίδωμι@viaa2p ἐγώ@rpd-s]" 
"Gal","4","16","3.03","[ὥστε@cs ἐχθρός@annmsn σύ@rpg-p γίνομαι@vixa1s ἀληθεύω@vppanms σύ@rpd-p]" 
"Gal","4","17","3.03","[ζηλόω@vipa3p σύ@rpa-p οὐ@b καλῶς@b ἀλλά@cc ἐκκλείω@vnaa σύ@rpa-p θέλω@vipa3p ἵνα@cs αὐτός@rpamp ζηλόω@vspa2p]" 
"Gal","4","18","3.03","[καλός@annnsn δέ@cc ζηλόω@vnpe ἐν@pd καλός@andnsn πάντοτε@b καί@cc μή@x μόνος@b ἐν@pd ὁ@ddns πάρειμι@vnpa ἐγώ@rpa-s πρός@pa σύ@rpa-p]" 
"Gal","4","19","3.03","(τέκνον@nvnpc ἐγώ@rpg-s ὅς@rramp ὠδίνω@vipa1s πάλιν@b) [μέχρι@pg ὅς@rrgns μορφόω@vsap3s Χριστός@nnmsp ἐν@pd σύ@rpd-p]" 
"Gal","4","20","3.03","[θέλω@viia1s δέ@cc πάρειμι@vnpa πρός@pa σύ@rpa-p ἄρτι@b καί@cc ἀλλάσσω@vnaa ὁ@dafs φωνή@nafsc ἐγώ@rpg-s ὅτι@cs ἀπορέω@vipm1s ἐν@pd σύ@rpd-p]" 
"Gal","4","21","3.03","λέγω@vdpa2p ἐγώ@rpd-s ὁ@dnmp ὑπό@pa νόμος@namsc θέλω@vppanmp εἰμί@vnpa ὁ@dams νόμος@namsc οὐ@b ἀκούω@vipa2p" 
"Gal","4","22","3.03","(γράφω@vixp3s γάρ@cc ὅτι@cs) Ἀβραάμ@nnmsp δύο@acampn υἱός@nampc ἔχω@viaa3s εἷς@acamsn ἐκ@pg ὁ@dgfs παιδίσκη@ngfsc καί@cc εἷς@acamsn ἐκ@pg ὁ@dgfs ἐλεύθερος@angfsn" 
"Gal","4","23","3.03","ἀλλά@cc ὁ@dnms μέν@x ἐκ@pg ὁ@dgfs παιδίσκη@ngfsc κατά@pa σάρξ@nafsc γεννάω@vixp3s ὁ@dnms δέ@cc ἐκ@pg ὁ@dgfs ἐλεύθερος@angfsn διά@pg ὁ@dgfs ἐπαγγελία@ngfsc" 
"Gal","4","24","3.03","ὅστις@rrnnp εἰμί@vipa3s ἀλληγορέω@vpppnnp οὗτος@rdnfp γάρ@cc εἰμί@vipa3p ὁ@dnfp δύο@acnfpn (ἐπιδείκνυμι@vifa2s) [] εἷς@acnfsn μέν@x ἀπό@pg ὄρος@ngnsc Σινᾶ@ngnsp εἰς@pa ὁ@dafs συναγωγή@nafsc ὁ@dgmp Ἰουδαῖος@angmpn κατά@pa ὁ@dams νόμος@namsc γεννάω@vppanfs εἰς@pa δουλεία@nafsc" 
"Eph","1","21","3.03","ἄλλος@ainfsn δέ@cc ὑπεράνω@pg πᾶς@aigfsn ἀρχή@ngfsc γεννάω@vppanfs καί@cc δύναμις@ngfsc καί@cc ἐξουσία@ngfsc καί@cc πᾶς@aignsn ὄνομα@ngnsc ὀνομάζω@vpppgns οὐ@b μόνος@b ἐν@pd ὁ@ddms αἰών@ndmsc οὗτος@rddms ἀλλά@cc καί@b ἐν@pd ὁ@ddms μέλλω@vppadms" 
"Gal","4","26","3.03","εἰς@pa (ὅς@rrafs) [] ἐπαγγέλλομαι@viam1p ἅγιος@anafsn ἐκκλησία@nafsc ὅστις@rrnfs εἰμί@vipa3s μήτηρ@nnfsc ἐγώ@rpg-p" 
"Gal","4","31","3.03","(διό@cc) [] ἀδελφός@nvmpc οὐ@b εἰμί@vipa1p παιδίσκη@ngfsc τέκνον@nnnpc ἀλλά@cc ὁ@dgfs ἐλεύθερος@angfsn" 
"Gal","5","01a","3.03","ὅς@rrdfs ἐλευθερία@ndfsc (οὖν@cc) Χριστός@nnmsp ἐγώ@rpa-p ἐλευθερόω@viaa3s" 
"Gal","5","01b","3.03","στήκω@vdpa2p καί@cc μή@x πάλιν@b ζυγός@ndmsc δουλεία@ngfsc ἐνέχω@vdpp2p" 
"Gal","5","02","3.03","[ὁράω@i ἐγώ@rpn-s Παῦλος@nnmsp λέγω@vipa1s σύ@rpd-p ὅτι@cs ἐάν@cs περιτέμνω@vspp2p Χριστός@nnmsp σύ@rpa-p οὐδείς@rians ὠφελέω@vifa3s]" 
"Gal","5","03","3.03","μαρτύρομαι@vipm1s δέ@cc πάλιν@b ὅτι@cs ἄνθρωπος@nnmsc περιτέμνω@vpxpnms ὀφειλέτης@nnmsc εἰμί@vipa3s ὅλος@anamsn ὁ@dams νόμος@namsc πληρόω@vnaa" 
"Gal","5","04","3.03","[καταργέω@viap2p ἀπό@pg Χριστός@ngmsp ὅστις@rrnmp ἐν@pd νόμος@ndmsc δικαιόω@vipp2p ὁ@dgfs χάρις@ngfsc ἐκπίπτω@viaa2p]" 
"Gal","5","05","3.03","[ἐγώ@rpn-p γάρ@cc πνεῦμα@ndnsc ἐκ@pg πίστις@ngfsc ἐλπίς@nafsc δικαιοσύνη@ngfsc ἀπεκδέχομαι@vipm1p]" 
"Gal","5","06","3.03","ἐν@pd γάρ@cc Χριστός@ndmsp οὔτε@cc περιτομή@nnfsc τὶς@rians ἰσχύω@vipa3s οὔτε@cc ἀκροβυστία@nnfsc ἀλλά@cc πίστις@nnfsc διά@pg ἀγάπη@ngfsc ἐνεργέω@vppmnfs" 
"Gal","5","07","3.03","[τρέχω@viia2p καλῶς@b τίς@rqnms σύ@rpa-p ἐγκόπτω@viaa3s ἀλήθεια@ndfsc μή@x πείθω@vnpp]" 
"Gal","5","08","3.03","[ὁ@dnfs πεισμονή@nnfsc οὐ@b ἐκ@pg ὁ@dgms καλέω@vppagms σύ@rpa-p]" 
"Gal","5","09","3.03","μικρός@annfsn ζύμη@nnfsc ὅλος@anansn ὁ@dans φύραμα@nansc δολόω@vipa3s" 
"Gal","5","10","3.03","[ἐγώ@rpn-s πείθω@vixa1s εἰς@pa σύ@rpa-p ἐν@pd κύριος@ndmsc ὅτι@cs οὐδείς@rians ἄλλος@aiansn φρονέω@vifa2p] ὁ@dnms δέ@cc ταράσσω@vppanms σύ@rpa-p ὁ@dans κρίμα@nansc βαστάζω@vifa3s ὅστις@rrnms ἄν@x εἰμί@vspa3s" 
"Gal","5","11","3.03","[ἐγώ@rpn-s δέ@cc ἀδελφός@nvmpc εἰ@cs περιτομή@nafsc ἔτι@b κηρύσσω@vipa1s τίς@rqans ἔτι@b διώκω@vipp1s ἄρα@x καταργέω@vixp3s ὁ@dnns σκάνδαλον@nnnsc ὁ@dgms σταυρός@ngmsc]" 
"Gal","5","12","3.03","ὄφελον@x καί@b ἀποκόπτω@vifm3p ὁ@dnmp ἀναστατόω@vppanmp σύ@rpa-p" 
"Gal","5","13","3.03","[σύ@rpn-p γάρ@cc ἐπί@pd ἐλευθερία@ndfsc καλέω@viap2p ἀδελφός@nvmpc μόνος@b μή@x ὁ@dafs ἐλευθερία@nafsc εἰς@pa ἀφορμή@nafsc ὁ@ddfs σάρξ@ndfsc ἀλλά@cc διά@pg ὁ@dgfs ἀγάπη@ngfsc δουλεύω@vdpa2p ἀλλήλων@redmp]" 
"Gal","5","14","3.03","ὁ@dnms γάρ@cc πᾶς@ainmsn νόμος@nnmsc ἐν@pd σύ@rpd-p πληρόω@vixp3s ἀγαπάω@vifa2s ὁ@dams πλησίον@b σύ@rpg-s ὡς@cs σεαυτοῦ@rxams" 
"Gal","5","15","3.03","[εἰ@cs δέ@cc ἀλλήλων@reamp δάκνω@vipa2p καί@cc κατεσθίω@vipa2p βλέπω@vdpa2p μή@x ὑπό@pg ἀλλήλων@regmp ἀναλίσκω@vsap2p]" 
"Gal","5","16","3.03","[λέγω@vipa1s δέ@cc πνεῦμα@ndnsc περιπατέω@vdpa2p καί@cc ἐπιθυμία@nafsc σάρξ@ngfsc οὐ@b μή@x τελέω@vsaa2p]" 
