"book","chapter","verse","edition","text" 
"1Cr","2","08","3.02","[ὅς@rrafs οὐδείς@rinms ὁ@dgmp ἄρχων@ngmpc ὁ@dgms αἰών@ngmsc οὗτος@rdgms γινώσκω@vixa3s εἰ@cs γάρ@cc γινώσκω@viaa3p οὐ@b ἄν@x ὁ@dams κύριος@namsc ὁ@dgfs δόξα@ngfsc σταυρόω@viaa3p]" 
"1Cr","2","16","3.02","[τίς@rqnms γάρ@cc γινώσκω@viaa3s νοῦς@namsc κύριος@ngmsc ὅς@rrnms συμβιβάζω@vifa3s αὐτός@rpams ἐγώ@rpn-p δέ@cc νοῦς@namsc Χριστός@ngmsp ἔχω@vipa1p]" 
"1Cr","3","10","3.02","[κατά@pa ὁ@dafs χάρις@nafsc ὁ@dgms θεός@ngmsc ὁ@dafs δίδωμι@vpapafs ἐγώ@rpd-s ὡς@cs σοφός@annmsn ἀρχιτέκτων@nnmsc θεμέλιος@namsc τίθημι@viaa1s ἄλλος@ainmsn δέ@cc ἐποικοδομέω@vipa3s ἕκαστος@ainmsn δέ@cc βλέπω@vdpa3s πῶς@b ἐποικοδομέω@vipa3s]" 
"1Cr","3","11","3.02","[θεμέλιος@namsc γάρ@cc ἄλλος@aiamsn οὐδείς@rinms δύναμαι@vipm3s τίθημι@vnaa παρά@pa ὁ@dams κεῖμαι@vpppams ὅς@rrnms εἰμί@vipa3s Ἰησοῦς@nnmsp Χριστός@nnmsp]" 
"1Cr","3","12","3.02","[εἰ@cs δέ@cc τὶς@rinms ἐποικοδομέω@vipa3s ἐπί@pa ὁ@dams θεμέλιος@namsc χρυσίον@nansc ἀργύριον@nansc λίθος@nampc τίμιος@anampn ξύλον@nanpc χόρτος@namsc καλάμη@nafsc]" 
"1Cr","3","13","3.02","[ἕκαστος@aigmsn ὁ@dnns ἔργον@nnnsc φανερός@annmsn γίνομαι@vifm3s ὁ@dnfs γάρ@cc ἡμέρα@nnfsc δηλόω@vifa3s ὅτι@cs ἐν@pd πῦρ@ndnsc ἀποκαλύπτω@vipp3s καί@cc ἕκαστος@aigmsn ὁ@dnns ἔργον@nnnsc ὁποῖος@arnnsn εἰμί@vipa3s ὁ@dnns πῦρ@nnnsc αὐτός@rpans δοκιμάζω@vifa3s]" 
"1Cr","3","14","3.02","[εἰ@cs τὶς@rigms ὁ@dnns ἔργον@nnnsc μένω@vifa3s ὅς@rrans ἐποικοδομέω@viaa3s μισθός@namsc λαμβάνω@vifm3s]" 
"1Cr","3","15","3.02","[εἰ@cs τὶς@rigms ὁ@dnns ἔργον@nnnsc κατακαίω@vifp3s ζημιόω@vifp3s αὐτός@rtnms δέ@cc σῴζω@vifp3s οὕτω@b δέ@cc ὡς@cs διά@pg πῦρ@ngnsc]" 
"1Cr","3","16","3.02","[οὐ@b οἶδα@vixa2p ὅτι@cs ναός@nnmsc θεός@ngmsc εἰμί@vipa2p καί@cc ὁ@dnns πνεῦμα@nnnsc ὁ@dgms θεός@ngmsc οἰκέω@vipa3s ἐν@pd σύ@rpd-p]" 
"1Cr","3","17a","3.02","[εἰ@cs τὶς@rinms ὁ@dams ναός@namsc ὁ@dgms θεός@ngmsc] φθείρω@vipa3s φθείρω@vifp3s [οὗτος@rdams ὁ@dnms θεός@nnmsc]" 
"1Cr","3","18","3.02","[μηδείς@rinms ἑαυτοῦ@rxams ἐξαπατάω@vdpa3s εἰ@cs τὶς@rinms δοκέω@vipa3s σοφός@annmsn εἰμί@vnpa ἐν@pd σύ@rpd-p ἐν@pd ὁ@ddms αἰών@ndmsc οὗτος@rddms] μωρός@annmpn γίνομαι@vdpm2p ἵνα@cs γίνομαι@vsam2p σοφός@annmpn" 
"1Cr","3","19","3.02","[ὁ@dnfs γάρ@cc σοφία@nnfsc ὁ@dgms κόσμος@ngmsc οὗτος@rdgms μωρία@nnfsc παρά@pd ὁ@ddms θεός@ndmsc εἰμί@vipa3s γράφω@vixp3s γάρ@cc ὁ@dnms δράσσομαι@vppmnms ὁ@damp σοφός@anampn ἐν@pd ὁ@ddfs πανουργία@ndfsc αὐτός@rpgmp]" 
"1Cr","3","20","3.02","[καί@cc πάλιν@b κύριος@nnmsc γινώσκω@vipa3s ὁ@damp διαλογισμός@nampc ὁ@dgmp σοφός@angmpn ὅτι@cs εἰμί@vipa3p μάταιος@annmpn]" 
"1Cr","3","21","3.02","[ὥστε@cs μηδείς@rinms καυχάομαι@vdpm3s ἐν@pd ἄνθρωπος@ndmpc πᾶς@ainnpn γάρ@cc σύ@rpg-p εἰμί@vipa3s]" 
"1Cr","3","22","3.02","[εἴτε@cc Παῦλος@nnmsp εἴτε@cc Κηφᾶς@nnmsp εἴτε@cc κόσμος@nnmsc εἴτε@cc ζωή@nnfsc εἴτε@cc θάνατος@nnmsc εἴτε@cc ἐνίστημι@vpxannp εἴτε@cc μέλλω@vppannp πᾶς@ainnpn σύ@rpg-p]" 
"1Cr","3","23","3.02","σύ@rpn-p δέ@cc Χριστός@ngmsp Χριστός@nnmsp δέ@cc θεός@ngmsc" 
"1Cr","4","05","3.02","[ὥστε@cs μή@x πρό@pg καιρός@ngmsc τὶς@rians κρίνω@vdpa2p ἕως@cs ἄν@x ἔρχομαι@vsaa3s ὁ@dnms κύριος@nnmsc ὅς@rrnms καί@cc φωτίζω@vifa3s ὁ@danp κρυπτός@ananpn ὁ@dgns σκότος@ngnsc καί@cc φανερόω@vifa3s ὁ@dafp βουλή@nafpc ὁ@dgfp καρδία@ngfpc καί@cc τότε@b ὁ@dnms ἔπαινος@nnmsc γίνομαι@vifm3s ἕκαστος@aidmsn ἀπό@pg ὁ@dgms θεός@ngmsc]" 
"1Cr","4","09b","3.02","[ὅτι@cs θέατρον@nnnsc γίνομαι@viap1p ὁ@ddms κόσμος@ndmsc καί@cc ἄγγελος@ndmpc καί@cc ἄνθρωπος@ndmpc]" 
"1Cr","4","15","3.02","[ἐάν@cs γάρ@cc μύριοι@anampn παιδαγωγός@nampc ἔχω@vspa2p ἐν@pd Χριστός@ndmsp ἀλλά@cc οὐ@b πολύς@anampn πατήρ@nampc] ἐν@pd γάρ@cc ὁ@ddns εὐαγγέλιον@ndnsc ἐγώ@rpn-s σύ@rpa-p γεννάω@viaa1s" 
"1Cr","5","01","3.02","[ὅλως@b ἀκούω@vipp3s ἐν@pd σύ@rpd-p πορνεία@nnfsc καί@cc τοιοῦτος@adnfsn πορνεία@nnfsc ὅστις@rrnfs οὐδέ@b ἐν@pd ὁ@ddnp ἔθνος@ndnpc ὥστε@cs γυνή@nafsc τὶς@riams ὁ@dgms πατήρ@ngmsc ἔχω@vnpa]" 
"1Cr","5","03","3.02","ἐγώ@rpn-s μέν@x γάρ@cc ὡς@cs ἄπειμι@vppanms [ὁ@ddns σῶμα@ndnsc πάρειμι@vppanms δέ@cc ὁ@ddns πνεῦμα@ndnsc ἤδη@b κρίνω@vixa1s ὡς@cs πάρειμι@vppanms ὁ@dams οὕτω@b οὗτος@rdans κατεργάζομαι@vpamams]" 
"1Cr","5","04","3.02","ἐν@pd ὁ@ddns ὄνομα@ndnsc ὁ@dgms κύριος@ngmsc ἐγώ@rpg-p Ἰησοῦς@ngmsp Χριστός@ngmsp [συνάγω@vpapgmp σύ@rpg-p καί@cc ὁ@dgns ἐμός@asgnsn πνεῦμα@ngnsc] σύν@pd ὁ@ddfs δύναμις@ndfsc ὁ@dgms κύριος@ngmsc ἐγώ@rpg-p Ἰησοῦς@ngmsp" 
"1Cr","5","05","3.02","[παραδίδωμι@vnaa ὁ@dams τοιοῦτος@adamsn ὁ@ddms σατανᾶς@ndmsp εἰς@pa ὄλεθρος@namsc ὁ@dgfs σάρξ@ngfsc ἵνα@cs ὁ@dnns πνεῦμα@nnnsc σῴζω@vsap3s ἐν@pd ὁ@ddfs ἡμέρα@ndfsc ὁ@dgms κύριος@ngmsc]" 
"1Cr","5","07","3.02","[ἐκκαθαίρω@vdaa2p ὁ@dafs παλαιός@anafsn ζύμη@nafsc ἵνα@cs εἰμί@vspa2p νέος@annnsn φύραμα@nnnsc καθώς@cs εἰμί@vipa2p ἄζυμος@annmpn καί@b γάρ@cc ὁ@dnns πάσχα@nnnsc ἐγώ@rpg-p θύω@viap3s Χριστός@nnmsp]" 
"1Cr","5","13","3.02","[ὁ@damp δέ@cc ἔξω@b ὁ@dnms θεός@nnmsc κρίνω@vifa3s ἐξαίρω@vdaa2p ὁ@dams πονηρός@anamsn ἐκ@pg σύ@rpg-p αὐτός@rpgmp]" 
"1Cr","6","13b","3.02","[ὁ@dnns δέ@cc σῶμα@nnnsc οὐ@b ὁ@ddfs πορνεία@ndfsc ἀλλά@cc ὁ@ddms κύριος@ndmsc καί@cc ὁ@dnms κύριος@nnmsc ὁ@ddns σῶμα@ndnsc]" 
"1Cr","6","14","3.02","[ὁ@dnms δέ@cc θεός@nnmsc καί@cc ὁ@dams κύριος@namsc ἐγείρω@viaa3s καί@cc ἐγώ@rpa-p ἐξεγείρω@vifa3s διά@pg ὁ@dgfs δύναμις@ngfsc αὐτός@rpgms]" 
"1Cr","6","15","3.02","[οὐ@b οἶδα@vixa2p ὅτι@cs ὁ@dnnp σῶμα@nnnpc σύ@rpg-p μέλος@nnnpc Χριστός@ngmsp εἰμί@vipa3s αἴρω@vpaanms οὖν@cc ὁ@danp μέλος@nanpc ὁ@dgms Χριστός@ngmsp ποιέω@vsaa1s πόρνη@ngfsc μέλος@nanpc μή@x γίνομαι@voam3s]" 
"1Cr","6","16","3.02","[ἤ@cc οὐ@b οἶδα@vixa2p ὅτι@cs ὁ@dnms κολλάω@vpppnms ὁ@ddfs πόρνη@ndfsc εἷς@acnnsn σῶμα@nnnsc εἰμί@vipa3s εἰμί@vifm3p γάρ@cc φημί@vipa3s ὁ@dnmp δύο@acnmpn εἰς@pa σάρξ@nafsc εἷς@acafsn]" 
"1Cr","6","20","3.02","[ἀγοράζω@viap2p γάρ@cc τιμή@ngfsc] δοξάζω@vdaa2p αἴρω@vdaa2p ὁ@dams θεός@namsc ἐν@pd ὁ@ddns σῶμα@ndnsc σύ@rpg-p" 
"1Cr","7","01","3.02","[περί@pg δέ@cc ὅς@rrgnp γράφω@viaa2p καλός@annnsn ἄνθρωπος@ndmsc γυνή@ngfsc μή@x ἅπτω@vnpm]" 
"1Cr","7","02","3.02","[διά@pa δέ@cc ὁ@dafp πορνεία@nafpc ἕκαστος@ainmsn ὁ@dafs ἑαυτοῦ@rxgms γυνή@nafsc ἔχω@vdpa3s καί@cc ἕκαστος@ainfsn ὁ@dams ἴδιος@anamsn ἀνήρ@namsc ἔχω@vdpa3s]" 
"1Cr","7","03","3.02","[ὁ@ddfs γυνή@ndfsc ὁ@dnms ἀνήρ@nnmsc ὁ@dafs ὀφειλή@nafsc ἀποδίδωμι@vdpa3s ὁμοίως@b δέ@cc καί@b ὁ@dnfs γυνή@nnfsc ὁ@ddms ἀνήρ@ndmsc]" 
"1Cr","7","04","3.02","[ὁ@dnfs γυνή@nnfsc ὁ@dgns ἴδιος@angnsn σῶμα@ngnsc οὐ@b ἐξουσιάζω@vipa3s ἀλλά@cc ὁ@dnms ἀνήρ@nnmsc ὁμοίως@b δέ@cc καί@b ὁ@dnms ἀνήρ@nnmsc ὁ@dgns ἴδιος@angnsn σῶμα@ngnsc οὐ@b ἐξουσιάζω@vipa3s ἀλλά@cc ὁ@dnfs γυνή@nnfsc]" 
"1Cr","7","05","3.02","[μή@x ἀποστερέω@vdpa2p ἀλλήλων@reamp εἰ@cs μήτι@x ἄν@x ἐκ@pg σύμφωνος@angnsn πρός@pa καιρός@namsc ἵνα@cs σχολάζω@vsaa2p ὁ@ddfs προσευχή@ndfsc καί@cc πάλιν@b ἐπί@pa ὁ@dans αὐτός@rpans εἰμί@vspa2p ἵνα@cs μή@x πειράζω@vspa3s σύ@rpa-p ὁ@dnms σατανᾶς@nnmsp διά@pa ὁ@dafs ἀκρασία@nafsc σύ@rpg-p]" 
"1Cr","7","06","3.02","[οὗτος@rdans δέ@cc λέγω@vipa1s κατά@pa συγγνώμη@nafsc οὐ@b κατά@pa ἐπιταγή@nafsc]" 
"1Cr","7","07","3.02","[θέλω@vipa1s δέ@cc πᾶς@aiampn ἄνθρωπος@nampc εἰμί@vnpa ὡς@cs καί@b ἐμαυτοῦ@rxams ἀλλά@cc ἕκαστος@ainmsn ἴδιος@anansn ἔχω@vipa3s χάρισμα@nansc ἐκ@pg θεός@ngmsc ὁ@dnms μέν@x οὕτω@b ὁ@dnms δέ@cc οὕτω@b]" 
"1Cr","7","08","3.02","[λέγω@vipa1s δέ@cc ὁ@ddmp ἄγαμος@ndmpc καί@cc ὁ@ddfp χήρα@ndfpc καλός@annnsn αὐτός@rpdmp ἐάν@cs μένω@vsaa3p ὡς@cs καί@b ἐγώ@rpn-s]" 
"1Cr","7","09","3.02","[εἰ@cs δέ@cc οὐ@b ἐγκρατεύομαι@vipm3p γαμέω@vdaa3p ἀγαθός@annnsc γάρ@cc εἰμί@vipa3s γαμέω@vnaa ἤ@cc πυρόω@vnpp]" 
"1Cr","7","10","3.02","[ὁ@ddmp δέ@cc γαμέω@vpxadmp παραγγέλλω@vipa1s οὐ@b ἐγώ@rpn-s ἀλλά@cc ὁ@dnms κύριος@nnmsc γυνή@nafsc ἀπό@pg ἀνήρ@ngmsc μή@x χωρίζω@vnap]" 
"1Cr","7","11","3.02","[ἐάν@cs δέ@cc καί@b χωρίζω@vsap3s μένω@vdpa3s ἄγαμος@nnfsc ἤ@cc ὁ@ddms ἀνήρ@ndmsc καταλλάσσω@vdap3s καί@cc ἀνήρ@namsc γυνή@nafsc μή@x ἀφίημι@vnpa]" 
"1Cr","7","12","3.02","[ὁ@ddmp δέ@cc λοιπός@andmpn λέγω@vipa1s ἐγώ@rpn-s οὐ@b ὁ@dnms κύριος@nnmsc εἰ@cs τὶς@ainmsn ἀδελφός@nnmsc γυνή@nafsc ἔχω@vipa3s ἄπιστος@anafsn καί@cc οὗτος@rdnfs συνευδοκέω@vipa3s οἰκέω@vnpa μετά@pg αὐτός@rpgms μή@x ἀφίημι@vdpa3s αὐτός@rpafs]" 
"1Cr","7","13","3.02","[καί@cc γυνή@nnfsc εἰ@cs τὶς@ainfsn ἔχω@vipa3s ἀνήρ@namsc ἄπιστος@anamsn καί@cc οὗτος@rdnms συνευδοκέω@vipa3s οἰκέω@vnpa μετά@pg αὐτός@rpgfs μή@x ἀφίημι@vdpa3s ὁ@dams ἀνήρ@namsc]" 
"1Cr","7","14","3.02","[ἁγιάζω@vixp3s γάρ@cc ὁ@dnms ἀνήρ@nnmsc ὁ@dnms ἄπιστος@annmsn ἐν@pd ὁ@ddfs γυνή@ndfsc καί@cc ἁγιάζω@vixp3s ὁ@dnfs γυνή@nnfsc ὁ@dnfs ἄπιστος@annfsn ἐν@pd ὁ@ddms ἀδελφός@ndmsc ἐπεί@cs ἄρα@x ὁ@dnnp τέκνον@nnnpc σύ@rpg-p ἀκάθαρτος@annnpn εἰμί@vipa3s νῦν@b δέ@cc ἅγιος@annnpn εἰμί@vipa3s]" 
"1Cr","7","15","3.02","[εἰ@cs δέ@cc ὁ@dnms ἄπιστος@annmsn χωρίζω@vipp3s χωρίζω@vdpp3s οὐ@b δουλόω@vixp3s ὁ@dnms ἀδελφός@nnmsc ἤ@cc ὁ@dnfs ἀδελφή@nnfsc ἐν@pd ὁ@ddnp τοιοῦτος@addnpn ἐν@pd δέ@cc εἰρήνη@ndfsc καλέω@vixa3s σύ@rpa-p ὁ@dnms θεός@nnmsc]" 
"1Cr","7","16","3.02","[τίς@rqans γάρ@cc οἶδα@vixa2s γυνή@nvfsc εἰ@x ὁ@dams ἀνήρ@namsc σῴζω@vifa2s ἤ@cc τίς@rqans οἶδα@vixa2s ἀνήρ@nvmsc εἰ@x ὁ@dafs γυνή@nafsc σῴζω@vifa2s]" 
"1Cr","7","17","3.02","[εἰ@cs μή@x ἕκαστος@aidmsn ὡς@cs μερίζω@vixa3s ὁ@dnms κύριος@nnmsc ἕκαστος@aiamsn ὡς@cs καλέω@vixa3s ὁ@dnms θεός@nnmsc οὕτω@b περιπατέω@vdpa3s καί@cc οὕτω@b ἐν@pd ὁ@ddfp ἐκκλησία@ndfpc πᾶς@aidfpn διατάσσω@vipm1s]" 
"1Cr","7","18","3.02","[περιτέμνω@vpxpnms τὶς@rinms καλέω@viap3s μή@x ἐπισπάομαι@vdpm3s ἐν@pd ἀκροβυστία@ndfsc καλέω@vixp3s τὶς@rinms μή@x περιτέμνω@vdpp3s]" 
"1Cr","7","19","3.02","[ὁ@dnfs περιτομή@nnfsc οὐδείς@rinns εἰμί@vipa3s καί@cc ὁ@dnfs ἀκροβυστία@nnfsc οὐδείς@rinns εἰμί@vipa3s ἀλλά@cc τήρησις@nnfsc ἐντολή@ngfpc θεός@ngmsc]" 
"1Cr","7","20","3.02","[ἕκαστος@ainmsn ἐν@pd ὁ@ddfs κλῆσις@ndfsc ὅς@rrdfs καλέω@viap3s ἐν@pd οὗτος@rddfs μένω@vdpa3s]" 
"1Cr","7","21","3.02","[δοῦλος@nnmsc καλέω@viap2s μή@x σύ@rpd-s μέλω@vdpa3s ἀλλά@cc εἰ@cs καί@b δύναμαι@vipm2s ἐλεύθερος@annmsn γίνομαι@vnam μᾶλλον@b χράω@vdam2s]" 
"1Cr","7","22","3.02","[ὁ@dnms γάρ@cc ἐν@pd κύριος@ndmsc καλέω@vpapnms δοῦλος@nnmsc ἀπελεύθερος@nnmsc κύριος@ngmsc εἰμί@vipa3s ὁμοίως@b ὁ@dnms ἐλεύθερος@annmsn καλέω@vpapnms δοῦλος@nnmsc εἰμί@vipa3s Χριστός@ngmsp]" 
"1Cr","7","23","3.02","[τιμή@ngfsc ἀγοράζω@viap2p μή@x γίνομαι@vdpm2p δοῦλος@nnmpc ἄνθρωπος@ngmpc]" 
"1Cr","7","24","3.02","[ἕκαστος@ainmsn ἐν@pd ὅς@rrdns καλέω@viap3s ἀδελφός@nvmpc ἐν@pd οὗτος@rddns μένω@vdpa3s παρά@pd θεός@ndmsc]" 
"1Cr","7","25","3.02","[περί@pg δέ@cc ὁ@dgfp παρθένος@ngfpc ἐπιταγή@nafsc κύριος@ngmsc οὐ@b ἔχω@vipa1s γνώμη@nafsc δέ@cc δίδωμι@vipa1s ὡς@cs ἐλεέω@vpxpnms ὑπό@pg κύριος@ngmsc πιστός@annmsn εἰμί@vnpa]" 
"1Cr","7","26","3.02","[νομίζω@vipa1s οὖν@cc οὗτος@rdans καλός@anansn ὑπάρχω@vnpa διά@pa ὁ@dafs ἐνίστημι@vpxaafs ἀνάγκη@nafsc ὅτι@cs καλός@annnsn ἄνθρωπος@ndmsc ὁ@dnns οὕτω@b εἰμί@vnpa]" 
"1Cr","7","27","3.02","[δέω@vixp2s γυνή@ndfsc μή@x ζητέω@vdpa2s λύσις@nafsc λύω@vixp2s ἀπό@pg γυνή@ngfsc μή@x ζητέω@vdpa2s γυνή@nafsc]" 
"1Cr","7","28","3.02","[ἐάν@cs δέ@cc καί@b γαμέω@vsaa2s οὐ@b ἁμαρτάνω@viaa2s καί@cc ἐάν@cs γαμέω@vsaa3s ὁ@dnfs παρθένος@nnfsc οὐ@b ἁμαρτάνω@viaa3s θλῖψις@nafsc δέ@cc ὁ@ddfs σάρξ@ndfsc ἔχω@vifa3p ὁ@dnmp τοιοῦτος@adnmpn ἐγώ@rpn-s δέ@cc σύ@rpg-p φείδομαι@vipm1s]" 
"1Cr","7","29","3.02","[οὗτος@rdans δέ@cc φημί@vipa1s ἀδελφός@nvmpc] ὅτι@cs ὁ@dnms καιρός@nnmsc συστέλλω@vpxpnms εἰμί@vipa3s" 
"1Cr","8","04","3.02","[περί@pg ὁ@dgfs βρῶσις@ngfsc οὖν@cc ὁ@dgnp εἰδωλόθυτος@angnpn οἶδα@vixa1p ὅτι@cs οὐδείς@rinns εἴδωλον@nnnsc ἐν@pd κόσμος@ndmsc καί@cc ὅτι@cs οὐδείς@rinms θεός@nnmsc εἰ@cs μή@x εἷς@acnmsn]" 
"1Cr","8","05","3.02","[καί@b γάρ@cc εἴπερ@cs εἰμί@vipa3p λέγω@vpppnmp θεός@nnmpc εἴτε@cc ἐν@pd οὐρανός@ndmsc εἴτε@cc ἐπί@pg γῆ@ngfsc ὥσπερ@cs εἰμί@vipa3p θεός@nnmpc πολύς@annmpn καί@cc κύριος@nnmpc πολύς@annmpn]" 
"1Cr","8","06","3.02","[ἀλλά@cc ἐγώ@rpd-p εἷς@acnmsn θεός@nnmsc ὁ@dnms πατήρ@nnmsc ἐκ@pg ὅς@rrgms ὁ@dnnp πᾶς@ainnpn καί@cc ἐγώ@rpn-p εἰς@pa αὐτός@rpams καί@cc εἷς@acnmsn κύριος@nnmsc Ἰησοῦς@nnmsp Χριστός@nnmsp διά@pg ὅς@rrgms ὁ@dnnp πᾶς@ainnpn καί@cc ἐγώ@rpn-p διά@pg αὐτός@rpgms]" 
"1Cr","9","07","3.02","[τίς@rqnms στρατεύω@vipm3s ἴδιος@andnpn ὀψώνιον@ndnpc ποτέ@b τίς@rqnms φυτεύω@vipa3s ἀμπελών@namsc καί@cc ὁ@dams καρπός@namsc αὐτός@rpgms οὐ@b ἐσθίω@vipa3s ἤ@cc τίς@rqnms ποιμαίνω@vipa3s ποίμνη@nafsc καί@cc ἐκ@pg ὁ@dgns γάλα@ngnsc ὁ@dgfs ποίμνη@ngfsc οὐ@b ἐσθίω@vipa3s]" 
"1Cr","9","08","3.02","[μή@x κατά@pa ἄνθρωπος@namsc οὗτος@rdanp λαλέω@vipa1s] (ἤ@cc) [] καί@b ὁ@dnms νόμος@nnmsc Μωϋσῆς@ngmsp οὗτος@rdanp οὐ@b λέγω@vipa3s" 
"1Cr","9","09","3.02","[ἐν@pd γάρ@cc ὁ@ddms Μωϋσῆς@ngmsp νόμος@ndmsc γράφω@vixp3s οὐ@b κημόω@vifa2s βοῦς@namsc ἀλοάω@vppaams μή@x ὁ@dgmp βοῦς@ngmpc μέλω@vipa3s ὁ@ddms θεός@ndmsc]" 
"1Cr","9","10","3.02","[(ἤ@cc διά@pa ἐγώ@rpa-p πάντως@b λέγω@vipa3s διά@pa ἐγώ@rpa-p γάρ@cc γράφω@viap3s ὅτι@cs ὀφείλω@vipa3s ἐπί@pd ἐλπίς@ndfsc ὁ@dnms ἀροτριάω@vppanms ἀροτριάω@vnpa καί@cc ὁ@dnms ἀλοάω@vppanms ἐπί@pd ἐλπίς@ndfsc ὁ@dgns μετέχω@vnpa)]" 
"1Cr","9","15","3.02","[ἐγώ@rpn-s δέ@cc οὐ@b χράω@vixm1s οὐδείς@ridns οὗτος@rdgnp οὐ@b γράφω@viaa1s δέ@cc οὗτος@rdanp ἵνα@cs οὕτω@b γίνομαι@vsam3s ἐν@pd ἐγώ@rpd-s καλός@annnsn γάρ@cc ἐγώ@rpd-s μᾶλλον@b ἀποθνῄσκω@vnaa ἤ@cc ὁ@dans καύχημα@nansc ἐγώ@rpg-s οὐδείς@rinms κενόω@vifa3s]" 
"1Cr","10","01","3.02","[οὐ@b θέλω@vipa1s γάρ@cc σύ@rpa-p ἀγνοέω@vnpa ἀδελφός@nvmpc ὅτι@cs ὁ@dnmp πατήρ@nnmpc ἐγώ@rpg-p πᾶς@ainmpn ὑπό@pa ὁ@dafs νεφέλη@nafsc εἰμί@viia3p καί@cc πᾶς@ainmpn διά@pg ὁ@dgfs θάλασσα@ngfsc διέρχομαι@viaa3p]" 
"1Cr","10","02","3.02","[καί@cc πᾶς@ainmpn εἰς@pa ὁ@dams Μωϋσῆς@namsp βαπτίζω@viap3p ἐν@pd ὁ@ddfs νεφέλη@ndfsc καί@cc ἐν@pd ὁ@ddfs θάλασσα@ndfsc]" 
"1Cr","10","03","3.02","[καί@cc πᾶς@ainmpn ὁ@dans αὐτός@atansn] πνευματικός@anansn ἐσθίω@viaa3p βρῶμα@nansc" 
"1Cr","10","04","3.02","[καί@cc πᾶς@ainmpn ὁ@dans αὐτός@atansn πνευματικός@anansn πίνω@viaa3p πόμα@nansc πίνω@viia3p γάρ@cc ἐκ@pg πνευματικός@angfsn ἀκολουθέω@vppagfs πέτρα@ngfsc ὁ@dnfs πέτρα@nnfsc δέ@cc εἰμί@viia3s ὁ@dnms Χριστός@nnmsp]" 
"1Cr","10","05","3.02","[ἀλλά@cc οὐ@b ἐν@pd ὁ@ddmp πολύς@andmpc αὐτός@rpgmp εὐδοκέω@viaa3s ὁ@dnms θεός@nnmsc καταστρώννυμι@viap3p γάρ@cc ἐν@pd ὁ@ddfs ἔρημος@ndfsc]" 
"1Cr","10","06","3.02","οὗτος@rdnnp δέ@cc τύπος@nnmpc ἐγώ@rpd-p γίνομαι@viap3p πρός@pa ὁ@dans [μή@x εἰμί@vnpa ἐγώ@rpa-p ἐπιθυμητής@nampc κακός@angnpn καθώς@cs καί@b ἐκεῖνος@adnmpn ἐπιθυμέω@viaa3p]" 
"1Cr","10","07","3.02","[μηδέ@x εἰδωλολάτρης@nnmpc γίνομαι@vdpm2p καθώς@cs τὶς@rinmp αὐτός@rpgmp] ὡς@cs γράφω@vixp3s [καθίζω@viaa3s ὁ@dnms λαός@nnmsc ἐσθίω@vnaa καί@cc πίνω@vnaa καί@cc ἀνίστημι@viaa3p παίζω@vnpa]" 
"1Cr","10","09","3.02","μηδέ@x ἐκπειράζω@vspa1p ὁ@dams Χριστός@namsp [καθώς@cs τὶς@rinmp αὐτός@rpgmp ἐκπειράζω@viaa3p καί@cc ὑπό@pg ὁ@dgmp ὄφις@ngmpc ἀπόλλυμι@viip3p]" 
"1Cr","10","10","3.02","[μηδέ@x γογγύζω@vdpa2p καθάπερ@cs τὶς@rinmp αὐτός@rpgmp γογγύζω@viaa3p καί@cc ἀπόλλυμι@viam3p ὑπό@pg ὁ@dgms ὀλοθρευτής@ngmsc]" 
"1Cr","10","11","3.02","οὗτος@rdnnp δέ@cc καθώς@cs συμβαίνω@viia3s ἐκεῖνος@rddmp γράφω@viap3s πρός@pa νουθεσία@nafsc ἐγώ@rpg-p [εἰς@pa ὅς@rramp ὁ@dnnp τέλος@nnnpc ὁ@dgmp αἰών@ngmpc καταντάω@vixa3s]" 
"1Cr","10","19","3.02","τίς@rqans οὖν@cc φημί@vipa1s ὅτι@cs ἱερόθυτος@annnsn εἰμί@vipa3s τὶς@rinns ἤ@cc εἰδωλόθυτος@anansn τὶς@rinns εἰμί@vipa3s" 
"1Cr","10","20","3.02","ἀλλά@cc ὅτι@cs ὅς@rranp θύω@vipa3p δαιμόνιον@ndnpc καί@cc οὐ@b θεός@ndmsc" 
"1Cr","10","25","3.02","[πᾶς@aiansn ὁ@dans ἐν@pd μάκελλον@ndnsc πωλέω@vpppans ἐσθίω@vdpa2p μηδείς@rians ἀνακρίνω@vppanmp διά@pa ὁ@dafs συνείδησις@nafsc]" 
"1Cr","10","26","3.02","[ὁ@dgms κύριος@ngmsc γάρ@cc ὁ@dnfs γῆ@nnfsc καί@cc ὁ@dnns πλήρωμα@nnnsc αὐτός@rpgfs]" 
"1Cr","11","03","3.02","[θέλω@vipa1s δέ@cc σύ@rpa-p οἶδα@vnxa ὅτι@cs πᾶς@aigmsn ἀνήρ@ngmsc ὁ@dnfs κεφαλή@nnfsc ὁ@dnms Χριστός@nnmsp εἰμί@vipa3s κεφαλή@nnfsc δέ@cc γυνή@ngfsc ὁ@dnms ἀνήρ@nnmsc κεφαλή@nnfsc δέ@cc ὁ@dgms Χριστός@ngmsp ὁ@dnms θεός@nnmsc]" 
