"book","chapter","verse","edition","text" 
"Gal","2","21","3.01","οὐ@b ἀθετέω@vipa1s ὁ@dafs χάρις@nafsc εἰ@cs γάρ@cc διά@pg νόμος@ngmsc δικαιοσύνη@nnfsc ἄρα@x Χριστός@nnmsp δωρεάν@b ἀποθνῄσκω@viaa3s" 
"Gal","3","01","3.01","ὦ@i ἀνόητος@anvmpn Γαλάτης@nvmpp τίς@rqnms σύ@rpa-p βασκαίνω@viaa3s ὅς@rrdmp κατά@pa ὀφθαλμός@nampc Ἰησοῦς@nnmsp Χριστός@nnmsp προγράφω@viap3s σταυρόω@vpxpnms" 
"Gal","3","02","3.01","οὗτος@rdans μόνος@anansn θέλω@vipa1s μανθάνω@vnaa ἀπό@pg σύ@rpg-p ἐκ@pg ἔργον@ngnpc νόμος@ngmsc ὁ@dans πνεῦμα@nansc λαμβάνω@viaa2p ἤ@cc ἐκ@pg ἀκοή@ngfsc πίστις@ngfsc" 
"Gal","3","03","3.01","οὕτω@b ἀνόητος@annmpn εἰμί@vipa2p ἐνάρχομαι@vpamnmp πνεῦμα@ndnsc νῦν@b σάρξ@ndfsc ἐπιτελέω@vipe2p" 
"Gal","3","04","3.01","τοσοῦτος@adanpn πάσχω@viaa2p εἰκῇ@b εἰ@cs γέ@x καί@b εἰκῇ@b" 
"Gal","3","05","3.01","ὁ@dnms ἐπιχορηγέω@vppanms σύ@rpd-p ὁ@dans πνεῦμα@nansc καί@cc ἐνεργέω@vppanms δύναμις@nafpc ἐν@pd σύ@rpd-p ()" 
"Gal","3","11a","3.01","μανθάνω@vdaa2p ὅτι@cs ὁ@dnms δίκαιος@annmsn ἐκ@pg πίστις@ngfsc ζάω@vifm3s" 
"Gal","3","10","3.01","ὅσος@rrnmp γάρ@cc ὑπό@pa νόμος@namsc ὑπό@pa κατάρα@nafsc εἰμί@vipa3p ὅτι@cs ἐπικατάρατος@annmsn πᾶς@ainmsn ὅς@rrnms οὐ@b ἐμμένω@vipa3s πᾶς@aidnpn ὁ@ddnp ἐγγράφω@vpxpdnp ἐν@pd ὁ@ddns βιβλίον@ndnsc ὁ@dgms νόμος@ngmsc ὁ@dgns ποιέω@vnaa αὐτός@rpanp" 
"Gal","3","11b","3.01","ἐν@pd νόμος@ndmsc οὐδείς@rinms δικαιόω@vipp3s" 
"Gal","3","12","3.01","ὁ@dnms δέ@cc νόμος@nnmsc οὐ@b εἰμί@vipa3s ἐκ@pg πίστις@ngfsc ὁ@dnms δέ@cc ποιέω@vpaanms αὐτός@rpanp ζάω@vifm3s ἐν@pd αὐτός@rpdnp" 
"Gal","3","13","3.01","Χριστός@nnmsp ἐγώ@rpa-p ἐξαγοράζω@viaa3s ἐκ@pg ὁ@dgfs κατάρα@ngfsc ὁ@dgms νόμος@ngmsc γίνομαι@vpamnms ὑπέρ@pg ἐγώ@rpg-p κατάρα@nnfsc ὅτι@cs ἐπικατάρατος@annmsn πᾶς@ainmsn ὁ@dnms κρεμάννυμι@vpppnms ἐπί@pg ξύλον@ngnsc" 
"Gal","3","14","3.01","λαμβάνω@viaa1p οὖν@cc ὁ@dafs εὐλογία@nafsc ὁ@dgns πνεῦμα@ngnsc διά@pg ὁ@dgfs πίστις@ngfsc" 
"Gal","3","26","3.01","πᾶς@ainmpn γάρ@cc υἱός@nnmpc εἰμί@vipa2p ὁ@dgfs πίστις@ngfsc" 
"Gal","4","03","3.01","(ἔτι@b) κατά@pa ἄνθρωπος@namsc λέγω@vipa1s ὅτε@cs εἰμί@viia1p νήπιος@annmpn ὑπό@pa ὁ@danp στοιχεῖον@nanpc ὁ@dgms κόσμος@ngmsc εἰμί@viia1p δουλόω@vpxpnmp" 
"Gal","4","04","3.01","ὅτε@cs δέ@cc ἔρχομαι@viaa3s ὁ@dnns πλήρωμα@nnnsc ὁ@dgms χρόνος@ngmsc ἀποστέλλω@viaa3s ὁ@dnms θεός@nnmsc ὁ@dams υἱός@namsc αὐτός@rpgms" 
"Gal","4","05","3.01","ἵνα@cs ὁ@damp ὑπό@pa νόμος@namsc ἐξαγοράζω@vsaa3s ἵνα@cs εἰς@pa υἱοθεσία@nafsc ἀπολαμβάνω@vsaa1p" 
"Gal","4","06","3.01","ὅτι@cs δέ@cc εἰμί@vipa1p υἱός@nnmpc ἀποστέλλω@viaa3s ὁ@dans πνεῦμα@nansc αὐτός@rpgms εἰς@pa ὁ@dafp καρδία@nafpc ἐγώ@rpg-p κράζω@vppaans ἀββά@nvmsc ὁ@dnms πατήρ@nnmsc" 
"Gal","4","08","3.01","εἰ@cs μέν@x οὖν@cc δουλεύω@viaa2p ὁ@ddmp μή@x φύσις@ndfsc εἰμί@vppadmp θεός@ndmpc" 
"Gal","4","09","3.01","νῦν@b δέ@cc γινώσκω@vpaanmp θεός@namsc μᾶλλον@b δέ@cc γινώσκω@vpapnmp ὑπό@pg θεός@ngmsc πῶς@b ἐπιστρέφω@vipa2p πάλιν@b ἐπί@pa ὁ@danp ἀσθενής@ananpn καί@cc πτωχός@ananpn στοιχεῖον@nanpc ὅς@rrdnp πάλιν@b ἄνωθεν@b δουλεύω@vnpa θέλω@vipa2p" 
"Gal","4","10","3.01","ἡμέρα@nafpc παρατηρέω@vipm2p καί@cc μήν@nampc καί@cc καιρός@nampc καί@cc ἐνιαυτός@nampc (καί@cc σάββατον@nanpc ὡς@cs οἴομαι@vipm1s καί@cc δεῖπνον@nanpc καθαρός@ananpn καί@cc νηστεία@nafpc καί@cc ἡμέρα@nafpc μέγας@anafpn)" 
"Gal","4","11","3.01","φοβέω@vipm1s σύ@rpa-p μή@x πώς@b εἰκῇ@b κοπιάω@vixa1s εἰς@pa σύ@rpa-p" 
"Gal","4","12","3.01","γίνομαι@vdpm2p ὡς@cs ἐγώ@rpn-s ὅτι@cs καί@b ἐγώ@rpn-s ὡς@cs σύ@rpn-p ἀδελφός@nvmpc δέομαι@vipm1s σύ@rpg-p οὐδείς@rians ἐγώ@rpa-s ἀδικέω@viaa2p" 
"Gal","4","13","3.01","οἶδα@vixa2p δέ@cc ὅτι@cs διά@pa ἀσθένεια@nafsc ὁ@dgfs σάρξ@ngfsc εὐαγγελίζω@viam1s σύ@rpd-p ὁ@dans πρότερος@anansc" 
"Gal","4","14","3.01","καί@cc ὁ@dams πειρασμός@namsc σύ@rpg-p ἐν@pd ὁ@ddfs σάρξ@ndfsc ἐγώ@rpg-s () οὐ@b ἐξουθενέω@viaa2p οὐδέ@cc ἐκπτύω@viaa2p ἀλλά@cc ὡς@cs ἄγγελος@namsc θεός@ngmsc δέχομαι@viam2p ἐγώ@rpa-s ὡς@cs Χριστός@namsp Ἰησοῦς@namsp" 
"Gal","4","15","3.01","ποῦ@b οὖν@cc ὁ@dnms μακαρισμός@nnmsc σύ@rpg-p μαρτυρέω@vipa1s γάρ@cc σύ@rpd-p ὅτι@cs εἰ@cs δυνατός@annnsn ὁ@damp ὀφθαλμός@nampc σύ@rpg-p ἐξορύσσω@vpaanmp δίδωμι@viaa2p ἐγώ@rpd-s" 
"Gal","4","16","3.01","ὥστε@cs ἐχθρός@annmsn σύ@rpg-p γίνομαι@vixa1s ἀληθεύω@vppanms σύ@rpd-p" 
"Gal","4","17","3.01","ζηλόω@vipa3p σύ@rpa-p οὐ@b καλῶς@b ἀλλά@cc ἐκκλείω@vnaa σύ@rpa-p θέλω@vipa3p (ὁ@dnmp) () ()" 
"Gal","4","18","3.01","ζηλόω@vdpm2p πάντοτε@b καί@cc μή@x μόνος@b ἐν@pd ὁ@ddns πάρειμι@vnpa ἐγώ@rpa-s πρός@pa σύ@rpa-p" 
"Gal","4","19","3.01","τέκνον@nvnpc ἐγώ@rpg-s ὅς@rramp πάλιν@b ὠδίνω@vipa1s μέχρι@pg ὅς@rrgns μορφόω@vsap3s Χριστός@nnmsp ἐν@pd σύ@rpd-p" 
"Gal","4","20","3.01","θέλω@viia1s δέ@cc πάρειμι@vnpa πρός@pa σύ@rpa-p ἄρτι@b καί@cc ἀλλάσσω@vnaa ὁ@dafs φωνή@nafsc ἐγώ@rpg-s ὅτι@cs ἀπορέω@vipm1s ἐν@pd σύ@rpd-p" 
"Gal","4","21","3.01","λέγω@vdpa2p ἐγώ@rpd-s ὁ@dnmp ὑπό@pa νόμος@namsc θέλω@vppanmp εἰμί@vnpa ὁ@dams νόμος@namsc οὐ@b ἀκούω@vipa2p" 
"Gal","4","22","3.01","γράφω@vixp3s γάρ@cc ὅτι@cs Ἀβραάμ@nnmsp δύο@acampn υἱός@nampc ἔχω@viaa3s εἷς@acamsn ἐκ@pg ὁ@dgfs παιδίσκη@ngfsc καί@cc εἷς@acamsn ἐκ@pg ὁ@dgfs ἐλεύθερος@angfsn" 
"Gal","4","23","3.01","ἀλλά@cc ὁ@dnms ἐκ@pg ὁ@dgfs παιδίσκη@ngfsc κατά@pa σάρξ@nafsc γεννάω@vixp3s ὁ@dnms δέ@cc ἐκ@pg ὁ@dgfs ἐλεύθερος@angfsn διά@pg ὁ@dgfs ἐπαγγελία@ngfsc" 
"Gal","4","24","3.01","ὅστις@rrnnp εἰμί@vipa3s ἀλληγορέω@vpppnnp οὗτος@rdnfp γάρ@cc εἰμί@vipa3p δύο@acnfpn διαθήκη@nnfpc εἷς@acnfsn μέν@x ἀπό@pg ὄρος@ngnsc Σινᾶ@ngnsp εἰς@pa ὁ@dafs συναγωγή@nafsc ὁ@dgmp Ἰουδαῖος@angmpn κατά@pa νόμος@namsc εἰς@pa δουλεία@nafsc γεννάω@vppanfs" 
"Eph","1","21","3.01","εἷς@acnfsn δέ@cc ὑπέρ@pa πᾶς@aiafsn δυναστεία@nafsc (δύναμις@nafsc κυριότης@nafsc καί@cc πᾶς@aiansn ὄνομα@nansc ὀνομάζω@vpppans οὐ@b μόνος@b ἐν@pd ὁ@ddms αἰών@ndmsc οὗτος@rddms ἀλλά@cc καί@b ἐν@pd ὁ@ddms μέλλω@vppadms) γεννάω@vppanfs" 
"Gal","4","26","3.01","ὅστις@rrnfs εἰμί@vipa3s μήτηρ@nnfsc ἐγώ@rpg-p" 
"Gal","4","31","3.01","διό@cc ἀδελφός@nvmpc οὐ@b εἰμί@vipa1p παιδίσκη@ngfsc τέκνον@nnnpc ἀλλά@cc ὁ@dgfs ἐλεύθερος@angfsn" 
"Gal","5","01","3.01","ὅς@rrdfs ἐλευθερία@ndfsc ἐγώ@rpa-p Χριστός@nnmsp ἐλευθερόω@viaa3s στήκω@vdpa2p καί@cc μή@x πάλιν@b ζυγός@ndmsc δουλεία@ngfsc ἀνέχω@vdpp2p" 
"Gal","5","02","3.01","ὁράω@i ἐγώ@rpn-s Παῦλος@nnmsp λέγω@vipa1s σύ@rpd-p ὅτι@cs ἐάν@cs περιτέμνω@vspp2p Χριστός@nnmsp σύ@rpa-p οὐδείς@rians ὠφελέω@vifa3s" 
"Gal","5","03","3.01","μαρτύρομαι@vipm1s δέ@cc πάλιν@b ὅτι@cs ἄνθρωπος@nnmsc περιτέμνω@vpxpnms ὀφειλέτης@nnmsc εἰμί@vipa3s ὅλος@anamsn ὁ@dams νόμος@namsc πληρόω@vnaa" 
"Gal","5","04","3.01","καταργέω@vdpa2p ὁ@dans σημεῖον@nansc ὁ@dgfs δουλεία@ngfsc ὅστις@rrnmp ἐν@pd νόμος@ndmsc δικαιόω@vipp2p ὁ@dgfs χάρις@ngfsc ἐκπίπτω@viaa2p" 
"Gal","5","05","3.01","ἐγώ@rpn-p γάρ@cc πνεῦμα@ndnsc ἐκ@pg πίστις@ngfsc ἐλπίς@nafsc δικαιοσύνη@ngfsc ἀπεκδέχομαι@vipm1p" 
"Gal","5","07","3.01","τρέχω@viia2p καλῶς@b τίς@rqnms σύ@rpa-p ἐγκόπτω@viaa3s ἀλήθεια@ndfsc μή@x πείθω@vnpp" 
"Gal","5","08","3.01","ὁ@dnfs πεισμονή@nnfsc ἐκ@pg ὁ@dgms καλέω@vppagms καί@cc οὐ@b ἐκ@pg ἐγώ@rpg-p" 
"Gal","5","09","3.01","μικρός@annfsn ζύμη@nnfsc ὅλος@anansn ὁ@dans φύραμα@nansc δολόω@vipa3s" 
"Gal","5","10","3.01","ἐγώ@rpn-s πείθω@vixa1s εἰς@pa σύ@rpa-p ὅτι@cs οὐδείς@rians ἄλλος@aiansn φρονέω@vifa2p ὁ@dnms δέ@cc ταράσσω@vppanms σύ@rpa-p βαστάζω@vifa3s ὁ@dans κρίμα@nansc ὅστις@rrnms ἐάν@x εἰμί@vspa3s" 
"Gal","5","11","3.01","ἐγώ@rpn-s δέ@cc ἀδελφός@nvmpc εἰ@cs περιτομή@nafsc ἔτι@b κηρύσσω@vipa1s τίς@rqans ἔτι@b διώκω@vipp1s ἄρα@x καταργέω@vixp3s ὁ@dnns σκάνδαλον@nnnsc ὁ@dgms σταυρός@ngmsc" 
"Gal","5","12","3.01","ὄφελον@x καί@b ἀποκόπτω@vifm3p ὁ@dnmp ἀναστατόω@vppanmp σύ@rpa-p" 
"Gal","5","13","3.01","σύ@rpn-p γάρ@cc ἐπί@pd ἐλευθερία@ndfsc καλέω@viap2p ἀδελφός@nvmpc μόνος@b μή@x ὁ@dafs ἐλευθερία@nafsc εἰς@pa ἀφορμή@nafsc ὁ@ddfs σάρξ@ndfsc ἀλλά@cc διά@pg ὁ@dgfs ἀγάπη@ngfsc δουλεύω@vdpa2p ἀλλήλων@redmp" 
"Gal","5","14","3.01","ὁ@dnms γάρ@cc πᾶς@ainmsn νόμος@nnmsc σύ@rpd-p πληρόω@vixp3s ἀγαπάω@vifa2s ὁ@dams πλησίον@b σύ@rpg-s ὡς@cs σεαυτοῦ@rxams" 
"Gal","5","15","3.01","εἰ@cs δέ@cc ἀλλήλων@reamp δάκνω@vipa2p καί@cc κατεσθίω@vipa2p βλέπω@vdpa2p μή@x ὑπό@pg ἀλλήλων@regmp ἀναλίσκω@vsap2p" 
"Gal","5","16","3.01","λέγω@vipa1s δέ@cc πνεῦμα@ndnsc περιπατέω@vdpa2p καί@cc ἐπιθυμία@nafsc σάρξ@ngfsc οὐ@b μή@x τελέω@vsaa2p" 
"Gal","5","17","3.01","ὁ@dnfs γάρ@cc σάρξ@nnfsc ἐπιθυμέω@vipa3s κατά@pg ὁ@dgns πνεῦμα@ngnsc ὁ@dnns δέ@cc πνεῦμα@nnnsc κατά@pg ὁ@dgfs σάρξ@ngfsc οὗτος@rdnnp γάρ@cc ἀλλήλων@rednp ἀντίκειμαι@vipm3s ἵνα@cs μή@x ἄν@x θέλω@vspa2p οὗτος@rdanp ποιέω@vspa2p" 
"Gal","5","18","3.01","εἰ@cs δέ@cc πνεῦμα@ndnsc ἄγω@vipp2p οὐ@b εἰμί@vipa2p ὑπό@pa νόμος@namsc" 
"Gal","5","19","3.01","φανερός@annnpn δέ@cc εἰμί@vipa3s ὁ@dnnp ἔργον@nnnpc ὁ@dgfs σάρξ@ngfsc ὅστις@rrnnp εἰμί@vipa3s πορνεία@nnfsc ἀκαθαρσία@nnfsc ἀσέλγεια@nnfsc" 
"Gal","5","20","3.01","εἰδωλολατρία@nnfsc φαρμακεία@nnfsc ἔχθρα@nnfpc ἔρις@nnfpc /1@/2 θυμός@nnmpc ἐριθεία@nnfpc διχοστασία@nnfpc αἵρεσις@nnfpc" 
"Gal","5","21","3.01","φθόνος@nnmpc μέθη@nnfpc κῶμος@nnmpc ὅς@rranp προλέγω@vipa1s σύ@rpd-p καθώς@cs καί@b προλέγω@viaa1s ὅτι@cs ὁ@dnmp ὁ@danp τοιοῦτος@adanpn πράσσω@vppanmp βασιλεία@nafsc θεός@ngmsc οὐ@b κληρονομέω@vifa3p" 
"Gal","5","22","3.01","ὁ@dnms δέ@cc καρπός@nnmsc ὁ@dgns πνεῦμα@ngnsc εἰμί@vipa3s ἀγάπη@nnfsc χαρά@nnfsc εἰρήνη@nnfsc μακροθυμία@nnfsc χρηστότης@nnfsc ἀγαθωσύνη@nnfsc πίστις@nnfsc" 
"Gal","5","23","3.01","πραΰτης@nnfsc ἐγκράτεια@nnfsc κατά@pg ὁ@dgnp τοιοῦτος@adgnpn οὐ@b εἰμί@vipa3s νόμος@nnmsc" 
"Gal","5","24","3.01","ὁ@dnmp δέ@cc ὁ@dgms Χριστός@ngmsp ὁ@dafs σάρξ@nafsc σταυρόω@viaa3p σύν@pd ὁ@ddnp πάθημα@ndnpc καί@cc ὁ@ddfp ἐπιθυμία@ndfpc" 
"Gal","5","25","3.01","εἰ@cs ζάω@vipa1p πνεῦμα@ndnsc πνεῦμα@ndnsc καί@b στοιχέω@vspa1p" 
